,SMILES,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,fp
4756,CCOC(=O)C(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6c70>
4757,O=S(=O)(O)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6ce0>
4758,O=C(Nc1ccccc1)c1cc(Cl)ccc1O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6d50>
4759,CCO[Si](CCCS)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6dc0>
4760,CNC(=O)Oc1cccc2c1OC(C)(C)O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6e30>
4761,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6ea0>
4762,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6f10>
4763,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6f80>
4764,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b6ff0>
4765,C1C2OC2C2C1C1CC2C2OC12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7060>
4766,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@H]([C@@H]3[C@@]1(Cl)C2(Cl)Cl)[C@H]1O[C@@H]41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b70d0>
4767,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7140>
4768,O1[As]2O[As]3O[As]1O[As](O2)O3,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b71b0>
4769,CC(=O)Oc1ccccc1C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7220>
4770,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7290>
4771,CCN(CC)C(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7300>
4772,O=S(=O)([O-])O.[Na+],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7370>
4773,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b73e0>
4774,N#C[N-]C#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7450>
4775,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b74c0>
4776,c1cnc2c(c1)ccc1cccnc12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7530>
4777,ClSC(Cl)(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b75a0>
4778,CCC=CC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7610>
4779,CC=CCC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7680>
4780,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b76f0>
4781,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7760>
4782,CO/N=C(/C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b77d0>
4783,NCCO.O=C(O)c1nc(Cl)ccc1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7840>
4784,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b78b0>
4785,N[Pt](N)(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7920>
4786,O=C(O)c1cc(Cl)cc(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7990>
4787,O=C(O)c1ccc(Cl)c(Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7a00>
4788,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7a70>
4789,CC1(C)C(=O)N(Cl)C(=O)N1Cl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7ae0>
4790,C=CCOC(=O)COCCC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7b50>
4791,CC[C@H](C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7bc0>
4792,O=Cc1cccc(Oc2ccccc2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7c30>
4793,CC(C=O)=Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7ca0>
4794,Cc1ccc2oc(=O)ccc2c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7d10>
4795,CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7d80>
4796,CCOC(=S)SSC(=S)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7df0>
4797,CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7e60>
4798,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7ed0>
4799,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b7f40>
4800,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8040>
4801,CC[C@H]1CC[C@H](NCc2cc3c(cc2OC)[C@H]2C[C@H]2C(=O)N3C)[C@H](c2ccccc2)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b80b0>
4802,NC(=O)Oc1ccc(Cc2ccccc2)cc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8120>
4803,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8190>
4804,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8200>
4805,Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8270>
4806,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b82e0>
4807,COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8350>
4808,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b83c0>
4809,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)COc2ccc(OC)cc2)[C@@H]1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8430>
4810,CN(Cc1ccccc1)Cc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b84a0>
4811,O=C(NNCNNC(=O)c1ccncc1)c1ccncc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8510>
4812,O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1.O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8580>
4813,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])O)C(O)C(=O)NCCC(=O)NCCS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b85f0>
4814,Clc1cc(Cl)c(Cl)cc1Cl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8660>
4815,CCCCCCCOC(=O)CCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b86d0>
4816,CCOP(=S)(OCC)OP(=S)(OCC)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8740>
4817,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b87b0>
4818,CCC(O)OCCCOC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8820>
4819,CC(C)(C)c1n[nH]c(=S)n(N)c1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8890>
4820,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8900>
4821,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8970>
4822,O=[N+]([O-])c1ccccc1[N+](=O)[O-],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b89e0>
4823,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8a50>
4824,Cc1ccc(O)cc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8ac0>
4825,Cc1cccc(C)c1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8b30>
4826,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8ba0>
4827,O=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8c10>
4828,COc1ccc([C@@H]2Sc3ccccc3NC(=O)[C@@H]2O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8c80>
4829,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8cf0>
4830,CCc1cccc2c(CCO)c[nH]c12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8d60>
4831,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8dd0>
4832,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8e40>
4833,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8eb0>
4834,CC(C)(C)c1ccc(C(=O)CCCCl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8f20>
4835,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b8f90>
4836,CC(=O)Nc1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9000>
4837,CC(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9070>
4838,CC=O,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b90e0>
4839,COC(=O)/C=C\C(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9150>
4840,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b91c0>
4841,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9230>
4842,CC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b92a0>
4843,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9310>
4844,c1ccc(CCCc2ccncc2)cc1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9380>
4845,CC(=O)Nc1ccc(C)cc1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b93f0>
4846,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9460>
4847,Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc(n4)c(-c4cccc(O)c4)c4ccc2[nH]4)CC3)c1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b94d0>
4848,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9540>
4849,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b95b0>
4850,CCOC(=O)CC(C(C)=O)C(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9620>
4851,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)OCCO)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9690>
4852,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9700>
4853,Cc1cccc(N)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9770>
4854,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b97e0>
4855,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9850>
4856,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b98c0>
4857,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9930>
4858,CN(N=O)c1ccc([N+](=O)[O-])cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b99a0>
4859,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9a10>
4860,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x18e0b9a80>
